"TAXONIDCH","ACCEPTEDNAME","USAGEKEY","ACCEPTEDUSAGEKEY","SCIENTIFICNAME","RANK","SOURCE"
"","Schoenoplectus ×carinatus (Sm.) Palla","2711144","","","","INFOFLORA"
"","Schoenoplectus lacustris (L.) Palla","2710941","","","","INFOFLORA"
"","Schoenoplectus mucronatus (L.) Palla","2711059","","","","INFOFLORA"
"","Schoenoplectus pungens (Vahl) Palla","2711190","","","","INFOFLORA"
"","Schoenoplectus supinus (L.) Palla","2710778","","","","INFOFLORA"
"","Schoenoplectus tabernaemontani (C.C.Gmel.) Palla","2711157","","","","INFOFLORA"
"","Schoenoplectus triqueter (L.) Palla","2711033","","","","INFOFLORA"
"","Schoenus ferrugineus L.","2709988","","","","INFOFLORA"
"","Schoenus nigricans L.","2709923","","","","INFOFLORA"
"","Scilla amoena L.","2767579","","","","INFOFLORA"
"","Scilla autumnalis L.","2767178","","","","INFOFLORA"
"","Scilla bifolia L.","2767506","","","","INFOFLORA"
"","Scilla forbesii (Baker) Speta","2767275","","","","INFOFLORA"
"","Scilla luciliae (Boiss.) Speta","2767271","","","","INFOFLORA"
"","Scilla siberica Haw.","2767328","","","","INFOFLORA"
"","Scirpus atrovirens Willd.","2720120","","","","INFOFLORA"
"","Scirpus hattorianus Makino","2720130","","","","INFOFLORA"
"","Scirpus pendulus Muhl.","2720282","","","","INFOFLORA"
"","Scirpus sylvaticus L.","2720080","","","","INFOFLORA"
"","Scleranthus annuus L.","3085894","","","","INFOFLORA"
"","Scleranthus annuus subsp. polycarpos (L.) Bonnier & Layens","7616873","","","","INFOFLORA"
"","Scleranthus annuus subsp. verticillatus (Tausch) Arcang.","7595455","","","","INFOFLORA"
"","Scleranthus perennis L.","3085895","","","","INFOFLORA"
"","Sclerochloa dura (L.) P.Beauv.","2704841","","","","INFOFLORA"
"","Scolymus hispanicus L.","5403742","","","","INFOFLORA"
"","Scorzonera aristata Ramond ex DC.","3111067","","","","INFOFLORA"
"","Scorzonera austriaca Willd.","3111121","","","","INFOFLORA"
"","Scorzonera hispanica L.","3110905","","","","INFOFLORA"
"","Scorzonera humilis L.","3111049","","","","INFOFLORA"
"","Scorzonera laciniata L.","8286501","","","","INFOFLORA"
"","Scorzonera rosea Waldst. & Kit.","3125818","","","","INFOFLORA"
"","Scorzoneroides montana (Lam.) Holub","3133502","","","","INFOFLORA"
"","Scrophularia auriculata L.","3170875","","","","INFOFLORA"
"","Scrophularia canina L.","3170873","","","","INFOFLORA"
"","Scrophularia juratensis Schleich.","7866939","","","","INFOFLORA"
"","Scrophularia nodosa L.","3170886","","","","INFOFLORA"
"","Scrophularia umbrosa Dumort.","3170866","","","","INFOFLORA"
"","Scrophularia vernalis L.","7810918","","","","INFOFLORA"
"","Scutellaria alpina L.","7309071","","","","INFOFLORA"
"","Scutellaria altissima L.","5341373","","","","INFOFLORA"
"","Scutellaria galericulata L.","2926759","","","","INFOFLORA"
"","Scutellaria hastifolia L.","5609333","","","","INFOFLORA"
"","Secale cereale L.","2705966","","","","INFOFLORA"
"","Securigera varia (L.) Lassen","5350000","","","","INFOFLORA"
"","Sedum acre L.","5362007","","","","INFOFLORA"
"","Sedum album L.","5362008","","","","INFOFLORA"
"","Sedum alpestre Vill.","7334006","","","","INFOFLORA"
"","Sedum anacampseros L.","5687999","","","","INFOFLORA"
"","Sedum annuum L.","5362038","","","","INFOFLORA"
"","Sedum anopetalum DC.","12388121","","","","INFOFLORA"
"","Sedum atratum L.","8144117","","","","INFOFLORA"
"","Sedum cepaea L.","5690287","","","","INFOFLORA"
"","Sedum dasyphyllum L.","7172720","","","","INFOFLORA"
"","Sedum hirsutum All.","8393026","","","","INFOFLORA"
"","Sedum hispanicum L.","5361982","","","","INFOFLORA"
"","Sedum hybridum L.","5362013","","","","INFOFLORA"
"","Sedum montanum Songeon & E.P.Perrier","7722249","","","","INFOFLORA"
"","Sedum pallidum M.Bieb.","8016728","","","","INFOFLORA"
"","Sedum rubens L.","7963827","","","","INFOFLORA"
"","Sedum rupestre L.","5362043","","","","INFOFLORA"
"","Sedum sarmentosum Bunge","5362004","","","","INFOFLORA"
"","Sedum sediforme (Jacq.) Pau","5688347","","","","INFOFLORA"
"","Sedum sexangulare L.","5361991","","","","INFOFLORA"
"","Sedum telephium L.","8963946","","","","INFOFLORA"
"","Sedum telephium subsp. fabaria Kirschl.","7719170","","","","INFOFLORA"
"","Sedum villosum L.","5362015","","","","INFOFLORA"
"","Selaginella helvetica (L.) Link","9198035","","","","INFOFLORA"
"","Selaginella selaginoides (L.) Schrank & C.F.P.Mart.","2688197","","","","INFOFLORA"
"","Selinum carvifolia (L.) L.","5371781","","","","INFOFLORA"
"","Sempervivum arachnoideum L.","4201709","","","","INFOFLORA"
"","Sempervivum globiferum L.","8091002","","","","INFOFLORA"
"","Sempervivum grandiflorum Haw.","4200323","","","","INFOFLORA"
"","Sempervivum montanum L.","8164781","","","","INFOFLORA"
"","Sempervivum tectorum L.","2985949","","","","INFOFLORA"
"","Sempervivum wulfenii Hoppe ex Mert. & W.D.J.Koch","7334075","","","","INFOFLORA"
"","Senecio abrotanifolius L.","3097318","","","","INFOFLORA"
"","Senecio alpinus (L.) Scop.","3097234","","","","INFOFLORA"
"","Senecio aquaticus Hill","3107319","","","","INFOFLORA"
"","Senecio cacaliaster Lam.","3108668","","","","INFOFLORA"
"","Senecio doronicum (L.) L.","3107708","","","","INFOFLORA"
"","Senecio erraticus Bertol.","4235946","","","","INFOFLORA"
"","Senecio erucifolius L.","3107737","","","","INFOFLORA"
"","Senecio germanicus subsp. glabratus Herborg","4234251","","","","INFOFLORA"
"","Senecio halleri Dandy","3097321","","","","INFOFLORA"
"","Senecio hercynicus Herborg","3107060","","","","INFOFLORA"
"","Senecio inaequidens DC.","3109086","","","","INFOFLORA"
"","Senecio incanus L.","3097296","","","","INFOFLORA"
"","Senecio incanus subsp. carniolicus (Willd.) Braun-Blanq.","7619830","","","","INFOFLORA"
"","Senecio incanus subsp. insubricus (Chenevard) Braun-Blanq.","6077181","","","","INFOFLORA"
"","Senecio jacobaea L.","3097243","","","","INFOFLORA"
"","Senecio ovatus (G.Gaertn., E.Mey. & Scherb.) Willd.","3107361","","","","INFOFLORA"
"","Senecio ovatus subsp. alpestris (Gaudin) Herborg","4224093","","","","INFOFLORA"
"","Senecio paludosus L.","3097239","","","","INFOFLORA"
"","Senecio rupestris Waldst. & Kit.","6063943","","","","INFOFLORA"
"","Senecio sylvaticus L.","3107987","","","","INFOFLORA"
"","Senecio vernalis Waldst. & Kit.","6063730","","","","INFOFLORA"
"","Senecio viscosus L.","3107855","","","","INFOFLORA"
"","Senecio vulgaris L.","3108983","","","","INFOFLORA"
"","Sequoiadendron giganteum (Lindl.) J.T.Buchholz","2684120","","","","INFOFLORA"
"","Serapias lingua L.","5314814","","","","INFOFLORA"
"","Serapias vomeracea (Burm.f.) Briq.","5314764","","","","INFOFLORA"
"","Serratula tinctoria L.","5388835","","","","INFOFLORA"
"","Serratula tinctoria subsp. monticola (Boreau) Berher","6076719","","","","INFOFLORA"
"","Seseli annuum L.","3632301","","","","INFOFLORA"
"","Seseli hippomarathrum Jacq.","3630940","","","","INFOFLORA"
"","Seseli libanotis (L.) W.D.J.Koch","3034133","","","","INFOFLORA"
"","Seseli montanum L.","6026420","","","","INFOFLORA"
"","Seseli pallasii Besser","3630134","","","","INFOFLORA"
"","Sesleria caerulea (L.) Ard.","4119608","","","","INFOFLORA"
"","Sesleria sphaerocephala Ard.","4118841","","","","INFOFLORA"
"","Setaria faberi R.A.W.Herrm.","5289666","","","","INFOFLORA"
"","Setaria pumila (Poir.) Roem. & Schult.","5289693","","","","INFOFLORA"
"","Setaria verticillata (L.) P.Beauv.","5289686","","","","INFOFLORA"
"","Setaria verticilliformis Dumort.","2703015","","","","INFOFLORA"
"","Sherardia arvensis L.","5339050","","","","INFOFLORA"
"","Sibbaldia procumbens L.","3025029","","","","INFOFLORA"
"","Sicyos angulatus L.","2874655","","","","INFOFLORA"
"","Sideritis hyssopifolia L.","8372368","","","","INFOFLORA"
"","Sideritis montana L.","2926688","","","","INFOFLORA"
"","Silaum silaus (L.) Schinz & Thell.","6027388","","","","INFOFLORA"
"","Silene acaulis (L.) Jacq.","5384754","","","","INFOFLORA"
"","Silene alpestris Jacq.","5585717","","","","INFOFLORA"
"","Silene armeria L.","5384830","","","","INFOFLORA"
"","Silene conica L.","5384774","","","","INFOFLORA"
"","Silene coronaria (L.) Clairv.","5384741","","","","INFOFLORA"
"","Silene cretica L.","8150863","","","","INFOFLORA"
"","Silene dichotoma Ehrh.","5384818","","","","INFOFLORA"
"","Silene dioica (L.) Clairv.","5384795","","","","INFOFLORA"
"","Silene elisabethae Jan","5588329","","","","INFOFLORA"
"","Silene exscapa All.","5588179","","","","INFOFLORA"
"","Silene flos-cuculi (L.) Clairv.","7684582","","","","INFOFLORA"
"","Silene flos-jovis (L.) Clairv.","8382829","","","","INFOFLORA"
"","Silene gallica L.","5384848","","","","INFOFLORA"
"","Silene italica (L.) Pers.","8993502","","","","INFOFLORA"
"","Silene noctiflora L.","5384834","","","","INFOFLORA"
"","Silene nutans L.","5384781","","","","INFOFLORA"
"","Silene nutans subsp. insubrica (Gaudin) Soldano","5585720","","","","INFOFLORA"
"","Silene otites (L.) Wibel","7746901","","","","INFOFLORA"
"","Silene pratensis (Rafn) Godr.","8701492","","","","INFOFLORA"
"","Silene pusilla Waldst. & Kit.","7267151","","","","INFOFLORA"
"","Silene rupestris L.","5584418","","","","INFOFLORA"
"","Silene saxifraga L.","7402375","","","","INFOFLORA"
"","Silene suecica (Lodd.) Greuter & Burdet","5588268","","","","INFOFLORA"
"","Silene vallesia L.","5587608","","","","INFOFLORA"
"","Silene viscaria (L.) Borkh.","8321288","","","","INFOFLORA"
"","Silene vulgaris (Moench) Garcke","9172281","","","","INFOFLORA"
"","Silene vulgaris subsp. glareosa (Jord.) Marsden-Jones & Turrill","8399237","","","","INFOFLORA"
"","Silene vulgaris subsp. prostrata (Gaudin) Schinz & Thell.","7468022","","","","INFOFLORA"
"","Silphium perfoliatum L.","3092576","","","","INFOFLORA"
"","Silybum marianum (L.) Gaertn.","3145214","","","","INFOFLORA"
"","Sinapis alba L.","3047621","","","","INFOFLORA"
"","Sinapis arvensis L.","3047598","","","","INFOFLORA"
"","Sison amomum L.","3641433","","","","INFOFLORA"
"","Sisymbrium altissimum L.","3046736","","","","INFOFLORA"
"","Sisymbrium austriacum Jacq.","3046913","","","","INFOFLORA"
"","Sisymbrium irio L.","3046851","","","","INFOFLORA"
"","Sisymbrium loeselii L.","3046875","","","","INFOFLORA"
"","Sisymbrium officinale (L.) Scop.","3046890","","","","INFOFLORA"
"","Sisymbrium orientale L.","3046812","","","","INFOFLORA"
"","Sisymbrium strictissimum L.","3046850","","","","INFOFLORA"
"","Sisymbrium supinum L.","3047853","","","","INFOFLORA"
"","Sisyrinchium montanum Greene","5296178","","","","INFOFLORA"
"","Sium latifolium L.","3034530","","","","INFOFLORA"
"","Smyrnium perfoliatum L.","6027089","","","","INFOFLORA"
"","Solanum carolinense L.","2932011","","","","INFOFLORA"
"","Solanum chenopodioides Lam.","2929710","","","","INFOFLORA"
"","Solanum dulcamara L.","2932737","","","","INFOFLORA"
"","Solanum melongena L.","2930617","","","","INFOFLORA"
"","Solanum nigrum L.","9150405","","","","INFOFLORA"
"","Solanum nigrum subsp. schultesii (Opiz) Wessely","2932877","","","","INFOFLORA"
"","Solanum physalifolium Rusby","2932144","","","","INFOFLORA"
"","Solanum pseudocapsicum L.","2931104","","","","INFOFLORA"
"","Solanum rostratum Dunal","2930922","","","","INFOFLORA"
"","Solanum tuberosum L.","2930262","","","","INFOFLORA"
"","Solanum villosum Mill.","2929505","","","","INFOFLORA"
"","Soldanella alpicola F.K.Mey.","4005499","","","","INFOFLORA"
"","Soldanella alpina L.","7923515","","","","INFOFLORA"
"","Soldanella minima Hoppe","8109831","","","","INFOFLORA"
"","Soldanella pusilla Baumg.","7290458","","","","INFOFLORA"
"","Soleirolia soleirolii (Req.) Dandy","2984366","","","","INFOFLORA"
"","Solidago canadensis L.","5389029","","","","INFOFLORA"
"","Solidago gigantea Aiton","5389017","","","","INFOFLORA"
"","Solidago graminifolia (L.) Salisb.","5387035","","","","INFOFLORA"
"","Solidago rugosa Mill.","5388967","","","","INFOFLORA"
"","Solidago virgaurea L.","6446462","","","","INFOFLORA"
"","Solidago virgaurea subsp. minuta (L.) Arcang.","6077006","","","","INFOFLORA"
"","Soliva sessilis Ruiz & Pav.","3092691","","","","INFOFLORA"
"","Sonchus arvensis L.","3105813","","","","INFOFLORA"
"","Sonchus asper (L.) Hill","3105782","","","","INFOFLORA"
"","Sonchus oleraceus L.","8228544","","","","INFOFLORA"
"","Sonchus palustris L.","3105650","","","","INFOFLORA"
"","Sonchus tenerrimus L.","3105768","","","","INFOFLORA"
"","Sorbus aria (L.) Crantz","3012680","","","","INFOFLORA"
"","Sorbus aucuparia L.","3012167","","","","INFOFLORA"
"","Sorbus aucuparia subsp. glabrata (Wimm. & Grab.) Hedl.","8128342","","","","INFOFLORA"
"","Sorbus austriaca (Beck) Hedl.","3012448","","","","INFOFLORA"
"","Sorbus chamaemespilus (L.) Crantz","3012470","","","","INFOFLORA"
"","Sorbus domestica L.","3013206","","","","INFOFLORA"
"","Sorbus intermedia (Ehrh.) Pers.","3012254","","","","INFOFLORA"
"","Sorbus latifolia (Lam.) Pers.","8576221","","","","INFOFLORA"
"","Sorbus mougeotii Soy.-Will. & Godr.","3012326","","","","INFOFLORA"
"","Sorbus torminalis (L.) Crantz","3012567","","","","INFOFLORA"
"","Sorghum bicolor (L.) Moench","2705181","","","","INFOFLORA"
"","Sorghum halepense (L.) Pers.","2705185","","","","INFOFLORA"
"","Sparganium angustifolium Michx.","2702361","","","","INFOFLORA"
"","Sparganium emersum Rehmann","2702266","","","","INFOFLORA"
"","Sparganium erectum L.","7679536","","","","INFOFLORA"
"","Sparganium erectum subsp. microcarpum (Neuman) Domin","8186078","","","","INFOFLORA"
"","Sparganium natans L.","2702384","","","","INFOFLORA"
"","Spartium junceum L.","5355395","","","","INFOFLORA"
"","Spergula arvensis L.","3085810","","","","INFOFLORA"
"","Spergula pentandra L.","3085814","","","","INFOFLORA"
"","Spergularia marina (L.) Griseb.","3085658","","","","INFOFLORA"
"","Spergularia media (L.) C.Presl","7570897","","","","INFOFLORA"
"","Spergularia rubra (L.) J.Presl & C.Presl","3085633","","","","INFOFLORA"
"","Spergularia segetalis (L.) G.Don","3811644","","","","INFOFLORA"
"","Spinacia oleracea L.","3083647","","","","INFOFLORA"
"","Spiraea alba Du Roi","3026585","","","","INFOFLORA"
"","Spiraea ×arguta Zabel","3027190","","","","INFOFLORA"
"","Spiraea chamaedryfolia L.","3026406","","","","INFOFLORA"
"","Spiraea douglasii Hook.","3027159","","","","INFOFLORA"
"","Spiraea ×pseudosalicifolia Silverside","3026444","","","","INFOFLORA"
"","Spiraea salicifolia L.","3026454","","","","INFOFLORA"
"","Spiraea thunbergii Siebold ex Blume","3026402","","","","INFOFLORA"
"","Spiraea ×vanhouttei (Briot) Zabel","3026622","","","","INFOFLORA"
"","Spiranthes aestivalis (Poir.) Rich.","2805343","","","","INFOFLORA"
"","Spiranthes spiralis (L.) Chevall.","2805322","","","","INFOFLORA"
"","Spirodela polyrhiza (L.) Schleid.","4097481","","","","INFOFLORA"
"","Sporobolus indicus (L.) R.Br.","2704757","","","","INFOFLORA"
"","Sporobolus neglectus Nash","2704793","","","","INFOFLORA"
"","Sporobolus vaginiflorus (Torr. ex A.Gray) Alph.Wood","2704768","","","","INFOFLORA"
"","Stachys alopecuros (L.) Benth.","3885834","","","","INFOFLORA"
"","Stachys alpina L.","7306931","","","","INFOFLORA"
"","Stachys ×ambigua Sm.","7771159","","","","INFOFLORA"
"","Stachys annua (L.) L.","2927235","","","","INFOFLORA"
"","Stachys arvensis (L.) L.","2927229","","","","INFOFLORA"
"","Stachys byzantina K.Koch","2927230","","","","INFOFLORA"
"","Stachys germanica L.","2927297","","","","INFOFLORA"
"","Stachys officinalis (L.) Trevis.","2927279","","","","INFOFLORA"
"","Stachys officinalis subsp. serotina (Host) Hayek","7576468","","","","INFOFLORA"
"","Stachys palustris L.","2927245","","","","INFOFLORA"
"","Stachys pradica (Zanted.) Greuter & Pignatti","3904612","","","","INFOFLORA"
"","Stachys recta L.","2927298","","","","INFOFLORA"
"","Stachys recta subsp. grandiflora (Caruel) Arcang.","7614855","","","","INFOFLORA"
"","Stachys sylvatica L.","2927282","","","","INFOFLORA"
"","Staehelina dubia L.","3112552","","","","INFOFLORA"
"","Staphylea pinnata L.","3686235","","","","INFOFLORA"
"","Stellaria alsine Grimm","5384606","","","","INFOFLORA"
"","Stellaria apetala Bernardino","8311921","","","","INFOFLORA"
"","Stellaria glochidisperma (Murb.) Freyn","7990388","","","","INFOFLORA"
"","Stellaria graminea L.","5384616","","","","INFOFLORA"
"","Stellaria holostea L.","5384676","","","","INFOFLORA"
"","Stellaria longifolia (Regel) Muhl. ex Willd.","5384658","","","","INFOFLORA"
"","Stellaria media (L.) Vill.","5384604","","","","INFOFLORA"
"","Stellaria neglecta Weihe ex Bluff & Fingerh., 2001","9345039","","","","INFOFLORA"
"","Stellaria nemorum L.","6363434","","","","INFOFLORA"
"","Stellaria palustris (Murray ex Ehrh.) Hoffm.","8127028","","","","INFOFLORA"
"","Stemmacantha rhapontica (L.) Dittrich","6064899","","","","INFOFLORA"
"","Stemmacantha rhapontica subsp. lamarckii Dittrich","4244841","","","","INFOFLORA"
"","Stipa capillata L.","4143519","","","","INFOFLORA"
"","Stipa eriocaulis subsp. austriaca (Beck) Martinovský","4141383","","","","INFOFLORA"
"","Stipa pennata L.","4127831","","","","INFOFLORA"
"","Stratiotes aloides L.","5329192","","","","INFOFLORA"
"","Streptopus amplexifolius (L.) DC.","2752734","","","","INFOFLORA"
"","Subularia aquatica L.","5373421","","","","INFOFLORA"
"","Succisa pratensis Moench","2888811","","","","INFOFLORA"
"","Succisella inflexa (Kluk) G.Beck","2888819","","","","INFOFLORA"
"","Swertia perennis L.","5414540","","","","INFOFLORA"
"","Symphoricarpos ×chenaultii Rehder","3855595","","","","INFOFLORA"
"","Symphoricarpos orbicularis Moench","8686185","","","","INFOFLORA"
"","Symphytum asperum Lepech.","2926066","","","","INFOFLORA"
"","Symphytum bulbosum K.F.Schimp.","7629613","","","","INFOFLORA"
"","Symphytum grandiflorum DC.","4067302","","","","INFOFLORA"
"","Symphytum officinale L.","7558421","","","","INFOFLORA"
"","Symphytum tauricum Willd.","4066938","","","","INFOFLORA"
"","Symphytum tuberosum L.","2926065","","","","INFOFLORA"
"","Symphytum ×uplandicum Nyman","2926068","","","","INFOFLORA"
"","Syringa vulgaris L.","5415039","","","","INFOFLORA"
"","Tagetes erecta L.","3088488","","","","INFOFLORA"
"","Tagetes minuta L.","3088481","","","","INFOFLORA"
"","Tagetes patula L.","3088492","","","","INFOFLORA"
"","Tamus communis L.","2755065","","","","INFOFLORA"
"","Tanacetum balsamita L.","3118254","","","","INFOFLORA"
"","Tanacetum cinerariifolium (Trevis.) Sch.Bip.","3118284","","","","INFOFLORA"
"","Tanacetum corymbosum (L.) Sch.Bip.","3118216","","","","INFOFLORA"
"","Tanacetum macrophyllum (Waldst. & Kit.) Simonk.","7663787","","","","INFOFLORA"
"","Tanacetum vulgare L.","3118274","","","","INFOFLORA"
